추첨일,회차,당첨번호,보너스번호,1등_총당첨금액,1등_당첨게임수,1등_1게임당당첨금액,2등_총당첨금액,2등_당첨게임수,2등_1게임당당첨금액,3등_총당첨금액,3등_당첨게임수,3등_1게임당당첨금액,4등_총당첨금액,4등_당첨게임수,4등_1게임당당첨금액,5등_총당첨금액,5등_당첨게임수,5등_1게임당당첨금액,자동/반자동/수동,총판매금액
(2008- 12- 06),314회,"15, 17, 19, 34, 38, 41",2,"9,963,073,200원",6,"1,660,512,200원","1,660,512,216원",24,"69,188,009원","1,660,512,348원","1,067","1,556,244원","3,321,075,784원","54,892","60,502원","4,558,925,000원","911,785","5,000원",1등 자동4 수동2,"42,328,094,000원"
(2008- 12- 13),315회,"1, 13, 33, 35, 43, 45",23,"10,469,829,000원",8,"1,308,728,625원","1,744,971,520원",32,"54,530,360원","1,744,971,902원","1,063","1,641,554원","3,489,948,837원","56,207","62,091원","4,719,875,000원","943,975","5,000원",1등 자동8,"44,339,180,000원"
(2008- 12- 20),316회,"10, 11, 21, 27, 31, 39",43,"10,041,518,400원",6,"1,673,586,400원","1,673,586,404원",29,"57,709,876원","1,673,587,740원","1,398","1,197,130원","3,347,188,252원","68,356","48,967원","5,301,020,000원","1,060,204","5,000원",1등 자동2 수동4,"44,073,768,000원"
(2008- 12- 27),317회,"3, 10, 11, 22, 36, 39",8,"10,305,034,200원",4,"2,576,258,550원","1,717,505,700원",25,"68,700,228원","1,717,506,624원","1,132","1,517,232원","3,435,018,680원","57,565","59,672원","4,892,500,000원","978,500","5,000원",1등 자동3 수동1,"44,135,114,000원"
(2009- 01- 03),318회,"2, 17, 19, 20, 34, 45",21,"10,866,929,400원",9,"1,207,436,600원","1,811,154,912원",28,"64,684,104원","1,811,155,261원","1,381","1,311,481원","3,622,336,887원","64,077","56,531원","5,220,315,000원","1,044,063","5,000원",1등 자동7 수동2,"46,663,728,000원"
(2009- 01- 10),319회,"5, 8, 22, 28, 33, 42",37,"10,678,296,900원",5,"2,135,659,380원","1,779,716,172원",26,"68,450,622원","1,779,716,485원","1,151","1,546,235원","3,559,465,170원","59,490","59,833원","4,920,430,000원","984,086","5,000원",1등 자동2 수동3,"45,435,183,000원"
(2009- 01- 17),320회,"16, 19, 23, 25, 41, 45",3,"11,026,135,800원",2,"5,513,067,900원","1,837,689,300원",25,"73,507,572원","1,837,690,271원","1,081","1,699,991원","3,675,413,132원","57,061","64,412원","4,953,050,000원","990,610","5,000원",1등 자동1 수동1,"46,659,886,000원"
(2009- 01- 24),321회,"12, 18, 20, 21, 25, 34",42,"11,754,816,600원",6,"1,959,136,100원","1,959,136,130원",35,"55,975,318원","1,959,137,224원","1,276","1,535,374원","3,918,335,360원","68,791","56,960원","5,717,630,000원","1,143,526","5,000원",1등 자동6,"50,617,982,000원"
(2009- 01- 31),322회,"9, 18, 29, 32, 38, 43",20,"11,427,268,200원",6,"1,904,544,700원","1,904,544,724원",29,"65,673,956원","1,904,545,415원","1,465","1,300,031원","3,809,140,982원","67,829","56,158원","5,428,700,000원","1,085,740","5,000원",1등 자동5 수동1,"48,948,294,000원"
(2009- 02- 07),323회,"10, 14, 15, 32, 36, 42",3,"11,688,203,104원",8,"1,461,025,388원","1,948,033,854원",27,"72,149,402원","1,948,034,850원","1,175","1,657,902원","3,896,111,660원","60,796","64,085원","5,124,400,000원","1,024,880","5,000원",1등 자동7 수동1,"49,209,477,000원"
(2009- 02- 14),324회,"2, 4, 21, 25, 33, 36",17,"11,190,782,100원",6,"1,865,130,350원","1,865,130,360원",40,"46,628,259원","1,865,130,608원","1,228","1,518,836원","3,730,262,830원","62,473","59,710원","5,342,855,000원","1,068,571","5,000원",1등 자동5 수동1,"47,988,317,000원"
(2009- 02- 21),325회,"7, 17, 20, 32, 44, 45",33,"10,836,734,700원",6,"1,806,122,450원","1,806,122,472원",33,"54,730,984원","1,806,123,180원","1,258","1,435,710원","3,612,252,833원","62,629","57,677원","5,257,265,000원","1,051,453","5,000원",1등 자동6,"46,636,979,000원"
(2009- 02- 28),326회,"16, 23, 25, 33, 36, 39",40,"10,992,807,300원",6,"1,832,134,550원","1,832,134,565원",31,"59,101,115원","1,832,135,310원","1,335","1,372,386원","3,664,302,399원","64,087","57,177원","5,290,930,000원","1,058,186","5,000원",1등 자동4 수동2,"47,224,551,000원"
(2009- 03- 07),327회,"6, 12, 13, 17, 32, 44",24,"10,592,097,000원",12,"882,674,750원","1,765,349,508원",39,"45,265,372원","1,765,350,234원","1,242","1,421,377원","3,530,698,485원","63,599","55,515원","5,242,285,000원","1,048,457","5,000원",1등 자동4 수동8,"45,791,560,000원"
(2009- 03- 14),328회,"1, 6, 9, 16, 17, 28",24,"10,918,775,400원",6,"1,819,795,900원","1,819,795,920원",30,"60,659,864원","1,819,796,340원","1,380","1,318,693원","3,639,609,630원","66,590","54,657원","5,460,535,000원","1,092,107","5,000원",1등 자동4 수동2,"47,316,988,000원"
(2009- 03- 21),329회,"9, 17, 19, 30, 35, 42",4,"10,982,347,200원",6,"1,830,391,200원","1,830,391,200원",33,"55,466,400원","1,830,391,425원","1,215","1,506,495원","3,660,817,336원","62,711","58,376원","5,295,340,000원","1,059,068","5,000원",1등 자동5 수동1,"47,198,504,000원"
(2009- 03- 28),330회,"3, 4, 16, 17, 19, 20",23,"10,460,521,800원",9,"1,162,280,200원","1,743,420,320원",32,"54,481,885원","1,743,421,644원","1,431","1,218,324원","3,486,863,250원","69,225","50,370원","5,495,545,000원","1,099,109","5,000원",1등 자동3 수동6,"45,859,496,000원"
(2009- 04- 04),331회,"4, 9, 14, 26, 31, 44",39,"10,829,513,100원",5,"2,165,902,620원","1,804,918,860원",45,"40,109,308원","1,804,919,025원","1,365","1,322,285원","3,609,893,322원","64,617","55,866원","5,271,545,000원","1,054,309","5,000원",1등 자동3 수동2,"46,641,467,000원"
(2009- 04- 11),332회,"16, 17, 34, 36, 42, 45",3,"10,875,587,104원",8,"1,359,448,388원","1,812,597,884원",37,"48,989,132원","1,812,598,164원","1,098","1,650,818원","3,625,221,637원","59,833","60,589원","4,895,300,000원","979,060","5,000원",1등 자동4 수동4,"46,042,557,000원"
(2009- 04- 18),333회,"5, 14, 27, 30, 39, 43",35,"10,856,910,001원",7,"1,550,987,143원","1,809,485,028원",36,"50,263,473원","1,809,486,315원","1,365","1,325,631원","3,619,017,066원","59,991","60,326원","4,914,685,000원","982,937","5,000원",1등 자동5 수동2,"46,019,070,000원"
(2009- 04- 25),334회,"13, 15, 21, 29, 39, 43",33,"10,661,020,804원",7,"1,523,002,972원","1,776,836,827원",31,"57,317,317원","1,776,837,330원","1,055","1,684,206원","3,553,695,474원","52,311","67,934원","4,451,460,000원","890,292","5,000원",1등 자동5 수동2,"44,439,656,000원"
(2009- 05- 02),335회,"5, 9, 16, 23, 26, 45",21,"10,187,462,400원",5,"2,037,492,480원","1,697,910,424원",28,"60,639,658원","1,697,911,566원","1,222","1,389,453원","3,395,820,946원","60,578","56,057원","5,009,635,000원","1,001,927","5,000원",1등 자동5,"43,977,478,000원"
(2009- 05- 09),336회,"3, 5, 20, 34, 35, 44",16,"10,113,795,900원",6,"1,685,632,650원","1,685,632,650원",30,"56,187,755원","1,685,632,809원",989,"1,704,381원","3,371,269,314원","54,887","61,422원","4,678,340,000원","935,668","5,000원",1등 자동6,"43,069,333,000원"
(2009- 05- 16),337회,"1, 5, 14, 18, 32, 37",4,"10,060,004,104원",8,"1,257,500,513원","1,676,667,366원",33,"50,808,102원","1,676,668,530원","1,194","1,404,245원","3,353,391,104원","59,392","56,462원","4,949,560,000원","989,912","5,000원",1등 자동4 수동4,"43,432,467,000원"
(2009- 05- 23),338회,"2, 13, 34, 38, 42, 45",16,"10,150,293,000원",3,"3,383,431,000원","1,691,715,519원",39,"43,377,321원","1,691,716,398원","1,123","1,506,426원","3,383,462,772원","54,492","62,091원","4,650,855,000원","930,171","5,000원",1등 자동2 수동1,"43,136,020,000원"
(2009- 05- 30),339회,"6, 8, 14, 21, 30, 37",45,"9,871,005,006원",9,"1,096,778,334원","1,645,167,520원",32,"51,411,485원","1,645,168,050원","1,107","1,486,150원","3,290,372,580원","54,545","60,324원","4,566,145,000원","913,229","5,000원",1등 자동8 수동1,"42,035,640,000원"
(2009- 06- 06),340회,"18, 24, 26, 29, 34, 38",32,"10,075,752,302원",7,"1,439,393,186원","1,679,292,055원",35,"47,979,773원","1,679,293,125원","1,125","1,492,705원","3,358,600,168원","56,209","59,752원","4,653,140,000원","930,628","5,000원",1등 자동4 수동3,"42,892,121,000원"
(2009- 06- 13),341회,"1, 8, 19, 34, 39, 43",41,"10,480,454,404원",7,"1,497,207,772원","1,746,742,404원",33,"52,931,588원","1,746,743,245원","1,235","1,414,367원","3,493,514,248원","58,756","59,458원","4,893,800,000원","978,760","5,000원",1등 자동3 수동4,"44,722,448,000원"
(2009- 06- 20),342회,"1, 13, 14, 33, 34, 43",25,"10,362,287,400원",3,"3,454,095,800원","1,727,047,904원",29,"59,553,376원","1,727,048,587원","1,177","1,467,331원","3,454,118,033원","56,149","61,517원","4,620,615,000원","924,123","5,000원",1등 자동3,"43,782,188,000원"
(2009- 06- 27),343회,"1, 10, 17, 29, 31, 43",15,"10,302,918,000원",6,"1,717,153,000원","1,717,153,017원",29,"59,212,173원","1,717,153,616원","1,096","1,566,746원","3,434,316,548원","53,794","63,842원","4,656,700,000원","931,340","5,000원",1등 자동5 수동1,"43,656,460,000원"
(2009- 07- 04),344회,"1, 2, 15, 28, 34, 45",38,"10,269,745,801원",7,"1,467,106,543원","1,711,624,304원",23,"74,418,448원","1,711,624,586원","1,106","1,547,581원","3,423,262,128원","56,496","60,593원","4,803,200,000원","960,640","5,000원",1등 자동6 수동1,"43,838,886,000원"
(2009- 07- 11),345회,"15, 20, 23, 29, 39, 42",2,"10,407,155,100원",2,"5,203,577,550원","1,734,525,884원",38,"45,645,418원","1,734,525,896원","1,028","1,687,282원","3,469,080,468원","50,722","68,394원","4,420,210,000원","884,042","5,000원",1등 자동1 수동1,"43,530,937,000원"
(2009- 07- 18),346회,"5, 13, 14, 22, 44, 45",33,"10,088,636,700원",5,"2,017,727,340원","1,681,439,474원",26,"64,670,749원","1,681,439,850원","1,146","1,467,225원","3,362,932,755원","54,509","61,695원","4,616,800,000원","923,360","5,000원",1등 자동3 수동2,"42,862,389,000원"
(2009- 07- 25),347회,"3, 8, 13, 27, 32, 42",10,"10,196,370,002원",7,"1,456,624,286원","1,699,395,036원",38,"44,720,922원","1,699,396,078원","1,399","1,214,722원","3,398,843,866원","63,761","53,306원","5,115,920,000원","1,023,184","5,000원",1등 자동3 수동4,"44,219,740,000원"
(2009- 08- 01),348회,"3, 14, 17, 20, 24, 31",34,"9,899,982,000원",3,"3,299,994,000원","1,649,997,018원",37,"44,594,514원","1,649,998,168원","1,222","1,350,244원","3,300,006,702원","65,694","50,233원","4,893,185,000원","978,637","5,000원",1등 자동3,"42,786,310,000원"
(2009- 08- 08),349회,"5, 13, 14, 20, 24, 25",36,"10,059,627,000원",3,"3,353,209,000원","1,676,604,532원",37,"45,313,636원","1,676,605,600원","1,168","1,435,450원","3,353,249,718원","59,338","56,511원","4,950,890,000원","990,178","5,000원",1등 자동3,"43,433,870,000원"
(2009- 08- 15),350회,"1, 8, 18, 24, 29, 33",35,"9,909,472,203원",9,"1,101,052,467원","1,651,578,710원",23,"71,807,770원","1,651,578,705원","1,197","1,379,765원","3,303,200,340원","57,420","57,527원","4,824,760,000원","964,952","5,000원",1등 자동9,"42,681,094,000원"
(2009- 08- 22),351회,"5, 25, 27, 29, 34, 36",33,"10,333,428,600원",4,"2,583,357,150원","1,722,238,109원",29,"59,387,521원","1,722,238,914원","1,137","1,514,722원","3,444,478,368원","55,472","62,094원","4,751,365,000원","950,273","5,000원",1등 자동2 수동2,"43,947,492,000원"
(2009- 08- 29),352회,"5, 16, 17, 20, 26, 41",24,"10,397,149,500원",6,"1,732,858,250원","1,732,858,257원",29,"59,753,733원","1,732,859,062원","1,166","1,486,157원","3,465,732,110원","58,931","58,810원","5,031,190,000원","1,006,238","5,000원",1등 자동4 수동2,"44,719,545,000원"
(2009- 09- 05),353회,"11, 16, 19, 22, 29, 36",26,"10,581,676,500원",2,"5,290,838,250원","1,763,612,757원",29,"60,814,233원","1,763,613,134원","1,042","1,692,527원","3,527,249,586원","54,217","65,058원","4,640,335,000원","928,067","5,000원",1등 자동1 수동1,"44,552,925,000원"
(2009- 09- 12),354회,"14, 19, 36, 43, 44, 45",1,"10,622,321,700원",5,"2,124,464,340원","1,770,386,970원",34,"52,070,205원","1,770,387,216원","1,014","1,745,944원","3,540,827,466원","54,318","65,187원","4,650,975,000원","930,195","5,000원",1등 자동5,"44,709,689,000원"
(2009- 09- 19),355회,"5, 8, 29, 30, 35, 44",38,"10,727,124,000원",5,"2,145,424,800원","1,787,854,008원",24,"74,493,917원","1,787,854,184원","1,094","1,634,236원","3,575,719,540원","54,130","66,058원","4,629,985,000원","925,997","5,000원",1등 자동4 수동1,"45,017,050,000원"
(2009- 09- 26),356회,"2, 8, 14, 25, 29, 45",24,"10,414,667,403원",9,"1,157,185,267원","1,735,777,929원",37,"46,912,917원","1,735,778,790원","1,263","1,374,330원","3,471,616,282원","61,162","56,761원","4,984,700,000원","996,940","5,000원",1등 자동6 수동3,"44,684,958,000원"
(2009- 10- 03),357회,"10, 14, 18, 21, 36, 37",5,"10,626,788,700원",2,"5,313,394,350원","1,771,131,474원",27,"65,597,462원","1,771,132,176원","1,116","1,587,036원","3,542,273,721원","56,547","62,643원","4,904,890,000원","980,978","5,000원",1등 자동2,"45,232,409,000원"
(2009- 10- 10),358회,"1, 9, 10, 12, 21, 40",37,"10,417,964,700원",3,"3,472,654,900원","1,736,327,472원",44,"39,461,988원","1,736,328,216원","1,382","1,256,388원","3,472,680,348원","68,247","50,884원","5,462,640,000원","1,092,528","5,000원",1등 자동3,"45,651,829,000원"
(2009- 10- 17),359회,"1, 10, 19, 20, 24, 40",23,"10,293,700,800원",8,"1,286,712,600원","1,715,616,814원",37,"46,368,022원","1,715,617,656원","1,656","1,036,001원","3,431,256,626원","73,283","46,822원","5,487,960,000원","1,097,592","5,000원",1등 자동5 수동3,"45,288,256,000원"
(2009- 10- 24),360회,"4, 16, 23, 25, 35, 40",27,"10,700,148,600원",3,"3,566,716,200원","1,783,358,115원",33,"54,041,155원","1,783,358,320원","1,208","1,476,290원","3,566,732,229원","60,311","59,139원","5,025,935,000원","1,005,187","5,000원",1등 자동3,"45,719,032,000원"
(2009- 10- 31),361회,"5, 10, 16, 24, 27, 35",33,"10,311,805,805원",7,"1,473,115,115원","1,718,634,312원",34,"50,548,068원","1,718,634,379원","1,463","1,174,733원","3,437,323,533원","67,347","51,039원","5,344,995,000원","1,068,999","5,000원",1등 자동5 수동2,"45,062,676,000원"
(2009- 11- 07),362회,"2, 3, 22, 27, 30, 40",29,"10,376,547,900원",6,"1,729,424,650원","1,729,424,658원",26,"66,516,333원","1,729,425,453원","1,173","1,474,361원","3,458,884,604원","56,798","60,898원","4,873,935,000원","974,787","5,000원",1등 자동6,"44,336,363,000원"
(2009- 11- 14),363회,"11, 12, 14, 21, 32, 38",6,"10,463,642,400원",4,"2,615,910,600원","1,743,940,407원",33,"52,846,679원","1,743,940,992원","1,216","1,434,162원","3,487,888,072원","59,672","58,451원","4,992,570,000원","998,514","5,000원",1등 자동3 수동1,"44,863,948,000원"
(2009- 11- 21),364회,"2, 5, 7, 14, 16, 40",4,"10,127,659,200원",4,"2,531,914,800원","1,687,943,219원",37,"45,620,087원","1,687,943,818원","1,259","1,340,702원","3,375,940,095원","63,195","53,421원","5,216,570,000원","1,043,314","5,000원",1등 자동3 수동1,"44,192,004,000원"
(2009- 11- 28),365회,"5, 15, 21, 25, 26, 30",31,"10,697,716,800원",1,"10,697,716,800원","1,782,952,815원",35,"50,941,509원","1,782,953,338원","1,181","1,509,698원","3,565,964,232원","62,472","57,081원","5,073,505,000원","1,014,701","5,000원",1등 자동1,"45,806,066,000원"
(2009- 12- 05),366회,"5, 12, 19, 26, 27, 44",38,"10,703,107,800원",2,"5,351,553,900원","1,783,851,303원",39,"45,739,777원","1,783,851,762원","1,617","1,103,186원","3,567,704,107원","71,467","49,921원","5,142,570,000원","1,028,514","5,000원",1등 자동2,"45,962,166,000원"
(2009- 12- 12),367회,"3, 22, 25, 29, 32, 44",19,"11,072,156,102원",7,"1,581,736,586원","1,845,359,386원",37,"49,874,578원","1,845,359,889원","1,049","1,759,161원","3,690,732,096원","55,158","66,912원","4,776,060,000원","955,212","5,000원",1등 자동7,"46,459,307,000원"
(2009- 12- 19),368회,"11, 21, 24, 30, 39, 45",26,"10,260,775,805원",7,"1,465,825,115원","1,710,129,314원",38,"45,003,403원","1,710,129,845원","1,195","1,431,071원","3,420,311,400원","57,581","59,400원","4,771,730,000원","954,346","5,000원",1등 자동4 수동3,"43,746,046,000원"
(2009- 12- 26),369회,"17, 20, 35, 36, 41, 43",21,"11,053,066,500원",6,"1,842,177,750원","1,842,177,759원",31,"59,425,089원","1,842,178,871원","1,157","1,592,203원","3,684,358,852원","59,383","62,044원","4,936,360,000원","987,272","5,000원",1등 자동5 수동1,"46,716,275,000원"
(2010- 01- 02),370회,"16, 18, 24, 42, 44, 45",17,"11,752,593,601원",7,"1,678,941,943원","1,958,765,600원",32,"61,211,425원","1,958,766,368원","1,168","1,677,026원","3,917,580,849원","60,549","64,701원","5,293,670,000원","1,058,734","5,000원",1등 자동6 수동1,"49,762,652,000원"
(2010- 01- 09),371회,"7, 9, 15, 26, 27, 42",18,"10,668,913,801원",7,"1,524,130,543원","1,778,152,313원",29,"61,315,597원","1,778,152,560원","1,201","1,480,560원","3,556,333,132원","62,102","57,266원","5,140,060,000원","1,028,012","5,000원",1등 자동5 수동2,"45,843,166,000원"
(2010- 01- 16),372회,"8, 11, 14, 16, 18, 21",13,"10,733,338,800원",9,"1,192,593,200원","1,788,889,801원",37,"48,348,373원","1,788,889,824원","1,368","1,307,668원","3,577,784,904원","62,564","57,186원","5,194,635,000원","1,038,927","5,000원",1등 자동3 수동6,"46,167,066,000원"
(2010- 01- 23),373회,"15, 26, 37, 42, 43, 45",9,"11,167,204,500원",4,"2,791,801,125원","1,861,200,773원",29,"64,179,337원","1,861,201,250원","1,117","1,666,250원","3,722,407,381원","57,659","64,559원","4,935,525,000원","987,105","5,000원",1등 자동3 수동1,"47,095,065,000원"
(2010- 01- 30),374회,"11, 13, 15, 17, 25, 34",26,"11,057,435,700원",2,"5,528,717,850원","1,842,905,952원",27,"68,255,776원","1,842,906,510원","1,398","1,318,245원","3,685,817,376원","69,786","52,816원","5,611,600,000원","1,122,320","5,000원",1등 자동1 수동1,"48,081,319,000원"
(2010- 02- 06),375회,"4, 8, 19, 25, 27, 45",7,"11,068,988,406원",7,"1,581,284,058원","1,844,831,436원",42,"43,924,558원","1,844,832,158원","1,279","1,442,402원","3,689,671,457원","64,951","56,807원","5,484,155,000원","1,096,831","5,000원",1등 자동6 수동1,"47,864,938,000원"
(2010- 02- 13),376회,"1, 11, 13, 24, 28, 40",7,"11,741,494,800원",6,"1,956,915,800원","1,956,915,849원",51,"38,370,899원","1,956,915,900원","1,411","1,386,900원","3,913,854,750원","69,450","56,355원","5,759,390,000원","1,151,878","5,000원",1등 자동5 수동1,"50,657,096,000원"
(2010- 02- 20),377회,"6, 22, 29, 37, 43, 45",23,"11,736,256,200원",3,"3,912,085,400원","1,956,042,704원",22,"88,911,032원","1,956,042,886원","1,198","1,632,757원","3,912,087,664원","58,733","66,608원","5,048,790,000원","1,009,758","5,000원",1등 자동3,"49,218,434,000원"
(2010- 02- 27),378회,"5, 22, 29, 31, 34, 39",43,"11,588,491,200원",5,"2,317,698,240원","1,931,415,210원",30,"64,380,507원","1,931,415,284원","1,124","1,718,341원","3,862,857,978원","59,742","64,659원","5,119,330,000원","1,023,866","5,000원",1등 자동5,"48,866,964,000원"
(2010- 03- 06),379회,"6, 10, 22, 31, 35, 40",19,"11,192,998,502원",7,"1,598,999,786원","1,865,499,795원",71,"26,274,645원","1,865,500,780원","1,342","1,390,090원","3,731,000,064원","62,084","60,096원","5,113,845,000원","1,022,769","5,000원",1등 자동6 수동1,"47,537,685,000원"
