추첨일,회차,당첨번호,보너스번호,1등_총당첨금액,1등_당첨게임수,1등_1게임당당첨금액,2등_총당첨금액,2등_당첨게임수,2등_1게임당당첨금액,3등_총당첨금액,3등_당첨게임수,3등_1게임당당첨금액,4등_총당첨금액,4등_당첨게임수,4등_1게임당당첨금액,5등_총당첨금액,5등_당첨게임수,5등_1게임당당첨금액,자동/반자동/수동,총판매금액
(2007- 02- 10),219회,"4, 11, 20, 26, 35, 37",16,"10,875,682,503원",9,"1,208,409,167원","1,812,613,772원",41,"44,210,092원","1,812,613,984원","1,292","1,402,952원","3,625,253,527원","63,889","56,743원","5,325,735,000원","1,065,147","5,000원",,"46,903,745,000원"
(2007- 02- 17),220회,"5, 11, 19, 21, 34, 43",31,"11,748,569,700원",6,"1,958,094,950원","1,958,094,964원",28,"69,931,963원","1,958,095,845원","1,317","1,486,785원","3,916,248,536원","67,271","58,216원","5,610,750,000원","1,122,150","5,000원",,"50,383,399,000원"
(2007- 02- 24),221회,"2, 20, 33, 35, 37, 40",10,"10,800,625,500원",6,"1,800,104,250원","1,800,104,284원",44,"40,911,461원","1,800,104,544원","1,608","1,119,468원","3,600,224,349원","75,459","47,711원","5,836,025,000원","1,167,205","5,000원",,"47,674,135,000원"
(2007- 03- 03),222회,"5, 7, 28, 29, 39, 43",44,"11,375,969,100원",5,"2,275,193,820원","1,895,994,870원",33,"57,454,390원","1,895,995,465원","1,105","1,715,833원","3,792,002,874원","57,093","66,418원","4,907,650,000원","981,530","5,000원",,"47,735,197,000원"
(2007- 03- 10),223회,"1, 3, 18, 20, 26, 27",38,"10,487,194,200원",7,"1,498,170,600원","1,747,865,730원",39,"44,817,070원","1,747,866,504원","1,416","1,234,369원","3,495,751,038원","67,509","51,782원","5,539,780,000원","1,107,956","5,000원",,"46,036,874,000원"
(2007- 03- 17),224회,"4, 19, 26, 27, 30, 42",7,"10,853,819,700원",6,"1,808,969,950원","1,808,969,968원",26,"69,575,768원","1,808,970,858원","1,158","1,562,151원","3,617,984,397원","60,549","59,753원","5,127,855,000원","1,025,571","5,000원",,"46,435,109,000원"
(2007- 03- 24),225회,"5, 11, 13, 19, 31, 36",7,"10,663,210,800원",6,"1,777,201,800원","1,777,201,826원",41,"43,346,386원","1,777,202,856원","1,287","1,380,888원","3,554,419,888원","65,281","54,448원","5,403,990,000원","1,080,798","5,000원",,"46,352,016,000원"
(2007- 03- 31),226회,"2, 6, 8, 14, 21, 22",34,"10,464,600,900원",6,"1,744,100,150원","1,744,100,174원",38,"45,897,373원","1,744,101,180원","1,305","1,336,476원","3,488,233,364원","64,076","54,439원","5,131,820,000원","1,026,364","5,000원",,"45,145,643,000원"
(2007- 04- 07),227회,"4, 5, 15, 16, 22, 42",2,"10,507,084,800원",2,"5,253,542,400원","1,751,180,808원",24,"72,965,867원","1,751,181,259원","1,103","1,587,653원","3,502,396,693원","56,663","61,811원","4,710,580,000원","942,116","5,000원",,"44,444,776,000원"
(2007- 04- 14),228회,"17, 25, 35, 36, 39, 44",23,"10,320,303,006원",9,"1,146,700,334원","1,720,050,501원",39,"44,103,859원","1,720,051,182원","1,338","1,285,539원","3,440,156,244원","66,002","52,122원","5,181,545,000원","1,036,309","5,000원",,"44,764,100,000원"
(2007- 04- 21),229회,"4, 5, 9, 11, 23, 38",35,"10,160,087,700원",7,"1,451,441,100원","1,693,347,957원",27,"62,716,591원","1,693,348,544원","1,312","1,290,662원","3,386,733,744원","67,524","50,156원","5,448,015,000원","1,089,603","5,000원",,"44,762,989,000원"
(2007- 04- 28),230회,"5, 11, 14, 29, 32, 33",12,"10,343,433,304원",8,"1,292,929,163원","1,723,905,550원",25,"68,956,222원","1,723,905,689원","1,037","1,662,397원","3,447,811,740원","56,346","61,190원","4,856,620,000원","971,324","5,000원",,"44,191,351,000원"
(2007- 05- 05),231회,"5, 10, 19, 31, 44, 45",27,"9,795,293,100원",9,"1,088,365,900원","1,632,548,856원",19,"85,923,624원","1,632,549,772원","1,267","1,288,516원","3,265,129,861원","59,311","55,051원","4,852,325,000원","970,465","5,000원",,"42,355,627,000원"
(2007- 05- 12),232회,"8, 9, 10, 12, 24, 44",35,"9,998,265,600원",9,"1,110,918,400원","1,666,377,612원",18,"92,576,534원","1,666,377,704원","1,268","1,314,178원","3,332,810,000원","65,000","51,274원","5,118,540,000원","1,023,708","5,000원",,"43,564,632,000원"
(2007- 05- 19),233회,"4, 6, 13, 17, 28, 40",39,"9,991,537,500원",10,"999,153,750원","1,665,256,268원",26,"64,048,318원","1,665,256,866원","1,274","1,307,109원","3,330,551,565원","62,535","53,259원","5,105,840,000원","1,021,168","5,000원",,"43,516,805,000원"
(2007- 05- 26),234회,"13, 21, 22, 24, 26, 37",4,"10,078,975,500원",4,"2,519,743,875원","1,679,829,265원",23,"73,036,055원","1,679,829,787원","1,049","1,601,363원","3,359,658,642원","54,926","61,167원","4,608,750,000원","921,750","5,000원",,"42,814,085,000원"
(2007- 06- 02),235회,"21, 22, 26, 27, 31, 37",8,"10,299,990,300원",3,"3,433,330,100원","1,716,665,063원",29,"59,195,347원","1,716,665,238원","1,178","1,457,271원","3,433,359,036원","59,548","57,657원","4,507,045,000원","901,409","5,000원",,"43,347,391,000원"
(2007- 06- 09),236회,"1, 4, 8, 13, 37, 39",7,"10,060,080,300원",2,"5,030,040,150원","1,676,680,076원",41,"40,894,636원","1,676,680,470원","1,046","1,602,945원","3,353,407,440원","54,480","61,553원","4,704,135,000원","940,827","5,000원",,"42,941,871,000원"
(2007- 06- 16),237회,"1, 11, 17, 21, 24, 44",33,"10,084,415,103원",7,"1,440,630,729원","1,680,735,888원",39,"43,095,792원","1,680,736,050원","1,098","1,530,725원","3,361,497,588원","57,338","58,626원","4,871,785,000원","974,357","5,000원",,"43,358,287,000원"
(2007- 06- 23),238회,"2, 4, 15, 28, 31, 34",35,"10,094,945,103원",9,"1,121,660,567원","1,682,490,854원",29,"58,016,926원","1,682,491,252원","1,066","1,578,322원","3,364,989,240원","54,591","61,640원","4,651,330,000원","930,266","5,000원",,"42,952,477,000원"
(2007- 06- 30),239회,"11, 15, 24, 39, 41, 44",7,"10,207,261,503원",9,"1,134,140,167원","1,701,210,267원",29,"58,662,423원","1,701,211,056원","1,083","1,570,832원","3,402,437,850원","55,850","60,921원","4,636,180,000원","927,236","5,000원",,"43,296,565,000원"
(2007- 07- 07),240회,"6, 10, 16, 40, 41, 43",21,"10,196,502,900원",2,"5,098,251,450원","1,699,417,160원",28,"60,693,470원","1,699,417,152원","1,084","1,567,728원","3,398,839,488원","57,376","59,238원","4,807,550,000원","961,510","5,000원",,"43,603,443,000원"
(2007- 07- 14),241회,"2, 16, 24, 27, 28, 35",21,"10,208,065,200원",4,"2,552,016,300원","1,701,344,224원",34,"50,039,536원","1,701,344,635원",967,"1,759,405원","3,402,689,061원","53,783","63,267원","4,610,005,000원","922,001","5,000원",,"43,246,894,000원"
(2007- 07- 21),242회,"4, 19, 20, 21, 32, 34",43,"9,876,339,000원",8,"1,234,542,375원","1,646,056,512원",36,"45,723,792원","1,646,056,830원","1,245","1,322,134원","3,292,120,184원","60,644","54,286원","4,879,315,000원","975,863","5,000원",,"42,679,760,000원"
(2007- 07- 28),243회,"2, 12, 17, 19, 28, 42",34,"9,635,400,000원",4,"2,408,850,000원","1,605,900,027원",29,"55,375,863원","1,605,900,384원","1,089","1,474,656원","3,211,839,990원","54,055","59,418원","4,593,415,000원","918,683","5,000원",,"41,304,830,000원"
(2007- 08- 04),244회,"13, 16, 25, 36, 37, 38",19,"9,121,583,100원",1,"9,121,583,100원","1,520,263,850원",25,"60,810,554원","1,520,264,888원","1,096","1,387,103원","3,040,540,290원","54,930","55,353원","4,502,885,000원","900,577","5,000원",,"39,411,047,000원"
(2007- 08- 11),245회,"9, 11, 27, 31, 32, 38",22,"9,678,081,903원",7,"1,382,583,129원","1,613,013,675원",35,"46,086,105원","1,613,013,948원","1,092","1,477,119원","3,226,053,755원","57,445","56,159원","4,797,175,000원","959,435","5,000원",,"41,854,623,000원"
(2007- 08- 18),246회,"13, 18, 21, 23, 26, 39",15,"9,558,871,200원",5,"1,911,774,240원","1,593,145,216원",26,"61,274,816원","1,593,145,626원","1,294","1,231,179원","3,186,335,200원","59,600","53,462원","4,795,125,000원","959,025","5,000원",,"41,453,154,000원"
(2007- 08- 25),247회,"12, 15, 28, 36, 39, 40",13,"10,015,883,400원",6,"1,669,313,900원","1,669,313,921원",29,"57,562,549원","1,669,314,591원","1,019","1,638,189원","3,338,647,104원","52,284","63,856원","4,422,710,000원","884,542","5,000원",,"42,231,698,000원"
(2007- 09- 01),248회,"3, 8, 17, 23, 38, 45",13,"9,819,834,904원",8,"1,227,479,363원","1,636,639,152원",23,"71,158,224원","1,636,639,620원","1,155","1,417,004원","3,273,305,528원","58,847","55,624원","4,807,810,000원","961,562","5,000원",,"42,348,403,000원"
(2007- 09- 08),249회,"3, 8, 27, 31, 41, 44",11,"9,981,412,200원",6,"1,663,568,700원","1,663,568,702원",29,"57,364,438원","1,663,568,830원","1,169","1,423,070원","3,327,186,852원","56,034","59,378원","4,633,880,000원","926,776","5,000원",,"42,539,134,000원"
(2007- 09- 15),250회,"19, 23, 30, 37, 43, 45",38,"9,973,631,400원",5,"1,994,726,280원","1,662,271,900원",17,"97,780,700원","1,662,272,110원","1,051","1,581,610원","3,324,565,888원","51,328","64,771원","4,438,685,000원","887,737","5,000원",,"42,122,808,000원"
(2007- 09- 22),251회,"6, 7, 19, 25, 28, 38",45,"10,260,931,200원",8,"1,282,616,400원","1,710,155,200원",40,"42,753,880원","1,710,155,754원","1,242","1,376,937원","3,420,313,295원","62,015","55,153원","5,144,955,000원","1,028,991","5,000원",,"44,493,014,000원"
(2007- 09- 29),252회,"14, 23, 26, 31, 39, 45",28,"9,737,628,005원",7,"1,391,089,715원","1,622,938,008원",24,"67,622,417원","1,622,938,828원","1,087","1,493,044원","3,245,876,565원","51,895","62,547원","4,374,580,000원","874,916","5,000원",,"41,207,920,000원"
(2007- 10- 06),253회,"8, 19, 25, 31, 34, 36",33,"9,864,758,100원",4,"2,466,189,525원","1,644,126,360원",20,"82,206,318원","1,644,127,191원","1,169","1,406,439원","3,288,266,736원","57,084","57,604원","4,713,410,000원","942,682","5,000원",,"42,309,347,000원"
(2007- 10- 13),254회,"1, 5, 19, 20, 24, 30",27,"9,741,015,900원",1,"9,741,015,900원","1,623,502,650원",33,"49,197,050원","1,623,503,525원","1,225","1,325,309원","3,247,018,992원","59,196","54,852원","4,894,530,000원","978,906","5,000원",,"42,259,113,000원"
(2007- 10- 20),255회,"1, 5, 6, 24, 27, 42",32,"9,591,711,300원",6,"1,598,618,550원","1,598,618,554원",13,"122,970,658원","1,598,618,664원","1,054","1,516,716원","3,197,239,758원","55,422","57,689원","4,726,485,000원","945,297","5,000원",,"41,425,341,000원"
(2007- 10- 27),256회,"4, 11, 14, 21, 23, 43",32,"9,782,034,000원",2,"4,891,017,000원","1,630,339,032원",34,"47,951,148원","1,630,340,120원","1,192","1,367,735원","3,260,679,250원","56,975","57,230원","4,694,900,000원","938,980","5,000원",,"41,996,580,000원"
(2007- 11- 03),257회,"6, 13, 27, 31, 32, 37",4,"9,565,508,100원",4,"2,391,377,025원","1,594,251,360원",18,"88,569,520원","1,594,251,738원","1,233","1,292,986원","3,188,503,092원","57,977","54,996원","4,774,305,000원","954,861","5,000원",,"41,433,637,000원"
(2007- 11- 10),258회,"14, 27, 30, 31, 38, 40",17,"9,705,737,400원",4,"2,426,434,350원","1,617,622,916원",28,"57,772,247원","1,617,624,028원","1,724","938,297원","3,235,279,894원","54,638","59,213원","4,505,985,000원","901,197","5,000원",,"41,364,428,000원"
(2007- 11- 17),259회,"4, 5, 14, 35, 42, 45",34,"9,677,067,000원",2,"4,838,533,500원","1,612,844,500원",25,"64,513,780원","1,612,845,070원","1,030","1,565,869원","3,225,728,000원","50,402","64,000원","4,324,340,000원","864,868","5,000원",,"40,905,570,000원"
(2007- 11- 24),260회,"7, 12, 15, 24, 37, 40",43,"9,240,342,300원",4,"2,310,085,575원","1,540,057,064원",26,"59,232,964원","1,540,057,848원","1,284","1,199,422원","3,080,158,718원","58,258","52,871원","4,669,535,000원","933,907","5,000원",,"40,140,211,000원"
(2007- 12- 01),261회,"6, 11, 16, 18, 31, 43",2,"9,576,897,300원",3,"3,192,299,100원","1,596,149,568원",32,"49,879,674원","1,596,149,952원","1,104","1,445,788원","3,192,316,345원","56,285","56,717원","4,646,025,000원","929,205","5,000원",,"41,215,041,000원"
(2007- 12- 08),262회,"9, 12, 24, 25, 29, 31",36,"9,037,483,200원",2,"4,518,741,600원","1,506,247,218원",21,"71,726,058원","1,506,248,128원","1,106","1,361,888원","3,012,521,562원","54,807","54,966원","4,553,645,000원","910,729","5,000원",,"39,232,234,000원"
(2007- 12- 15),263회,"1, 27, 28, 32, 37, 40",18,"9,310,229,400원",6,"1,551,704,900원","1,551,704,904원",27,"57,470,552원","1,551,705,732원",937,"1,656,036원","3,103,418,340원","50,490","61,466원","4,321,515,000원","864,303","5,000원",,"39,677,128,000원"
(2007- 12- 22),264회,"9, 16, 27, 36, 41, 44",5,"9,414,224,400원",7,"1,344,889,200원","1,569,037,419원",27,"58,112,497원","1,569,038,388원","1,047","1,498,604원","3,138,113,632원","50,096","62,642원","4,201,215,000원","840,243","5,000원",,"39,783,178,000원"
(2007- 12- 29),265회,"5, 9, 34, 37, 38, 39",12,"9,606,708,600원",8,"1,200,838,575원","1,601,118,106원",19,"84,269,374원","1,601,118,660원","1,010","1,585,266원","3,202,271,394원","52,966","60,459원","4,445,780,000원","889,156","5,000원",,"40,913,922,000원"
(2008- 01- 05),266회,"3, 4, 9, 11, 22, 42",37,"9,621,635,100원",3,"3,207,211,700원","1,603,605,852원",36,"44,544,607원","1,603,606,476원","1,194","1,343,054원","3,207,219,320원","58,820","54,526원","4,932,475,000원","986,495","5,000원",,"41,937,067,000원"
(2008- 01- 12),267회,"7, 8, 24, 34, 36, 41",1,"9,772,989,900원",3,"3,257,663,300원","1,628,831,652원",28,"58,172,559원","1,628,832,268원","1,141","1,427,548원","3,257,681,322원","55,101","59,122원","4,629,610,000원","925,922","5,000원",,"41,835,853,000원"
(2008- 01- 19),268회,"3, 10, 19, 24, 32, 45",12,"9,456,681,605원",7,"1,350,954,515원","1,576,113,630원",35,"45,031,818원","1,576,114,572원","1,362","1,157,206원","3,152,232,720원","61,857","50,960원","4,845,765,000원","969,153","5,000원",,"41,213,802,000원"
(2008- 01- 26),269회,"5, 18, 20, 36, 42, 43",32,"9,806,999,700원",5,"1,961,399,940원","1,634,499,966원",22,"74,295,453원","1,634,500,062원","1,014","1,611,933원","3,269,013,510원","50,514","64,715원","4,333,810,000원","866,762","5,000원",,"41,357,619,000원"
(2008- 02- 02),270회,"5, 9, 12, 20, 21, 26",27,"9,639,150,300원",5,"1,927,830,060원","1,606,525,056원",32,"50,203,908원","1,606,525,758원","1,242","1,293,499원","3,213,071,268원","59,807","53,724원","4,857,425,000원","971,485","5,000원",,"41,845,351,000원"
(2008- 02- 09),271회,"3, 8, 9, 27, 29, 40",36,"9,395,508,900원",6,"1,565,918,150원","1,565,918,172원",28,"55,925,649원","1,565,919,256원","1,256","1,246,751원","3,131,863,362원","59,418","52,709원","4,780,635,000원","956,127","5,000원",,"40,879,633,000원"
(2008- 02- 16),272회,"7, 9, 12, 27, 39, 43",28,"9,941,605,200원",9,"1,104,622,800원","1,656,934,227원",39,"42,485,493원","1,656,935,540원","1,370","1,209,442원","3,313,876,761원","63,219","52,419원","5,085,995,000원","1,017,199","5,000원",,"43,310,674,000원"
(2008- 02- 23),273회,"1, 8, 24, 31, 34, 44",6,"10,018,629,300원",3,"3,339,543,100원","1,669,771,551원",21,"79,512,931원","1,669,772,440원","1,096","1,523,515원","3,339,546,752원","56,192","59,431원","4,710,390,000원","942,078","5,000원",,"42,816,211,000원"
(2008- 03- 01),274회,"13, 14, 15, 26, 35, 39",25,"10,020,342,300원",4,"2,505,085,575원","1,670,057,086원",37,"45,136,678원","1,670,057,136원","1,254","1,331,784원","3,340,146,255원","57,315","58,277원","4,615,285,000원","923,057","5,000원",,"42,631,711,000원"
(2008- 03- 08),275회,"14, 19, 20, 35, 38, 40",26,"10,044,066,900원",1,"10,044,066,900원","1,674,011,150원",19,"88,105,850원","1,674,012,065원",991,"1,689,215원","3,348,045,141원","51,657","64,813원","4,424,795,000원","884,959","5,000원",,"42,329,813,000원"
(2008- 03- 15),276회,"4, 15, 21, 33, 39, 41",25,"9,937,707,000원",3,"3,312,569,000원","1,656,284,523원",31,"53,428,533원","1,656,284,922원","1,161","1,426,602원","3,312,617,352원","59,894","55,308원","4,720,960,000원","944,192","5,000원",,"42,567,610,000원"
(2008- 03- 22),277회,"10, 12, 13, 15, 25, 29",20,"9,817,883,400원",3,"3,272,627,800원","1,636,313,920원",31,"52,784,320원","1,636,314,576원","1,104","1,482,169원","3,272,651,181원","55,271","59,211원","4,571,215,000원","914,243","5,000원",,"41,868,708,000원"
(2008- 03- 29),278회,"3, 11, 37, 39, 41, 43",13,"9,559,590,000원",3,"3,186,530,000원","1,593,265,005원",27,"59,009,815원","1,593,265,806원","1,089","1,463,054원","3,186,563,324원","55,643","57,268원","4,611,440,000원","922,288","5,000원",,"41,088,180,000원"
(2008- 04- 05),279회,"7, 16, 31, 36, 37, 38",11,"9,571,026,600원",5,"1,914,205,320원","1,595,171,124원",27,"59,080,412원","1,595,171,200원","1,088","1,466,150원","3,190,365,286원","55,421","57,566원","4,613,560,000원","922,712","5,000원",,"41,130,542,000원"
(2008- 04- 12),280회,"10, 11, 23, 24, 36, 37",35,"9,486,809,703원",7,"1,355,258,529원","1,581,134,958원",27,"58,560,554원","1,581,135,080원","1,145","1,380,904원","3,162,276,495원","53,915","58,653원","4,525,650,000원","905,130","5,000원",,"40,673,999,000원"
(2008- 04- 19),281회,"1, 3, 4, 6, 14, 41",12,"9,328,099,200원",6,"1,554,683,200원","1,554,683,205원",37,"42,018,465원","1,554,683,592원","1,491","1,042,712원","3,109,412,159원","74,543","41,713원","4,853,425,000원","970,685","5,000원",,"40,800,514,000원"
(2008- 04- 26),282회,"2, 5, 10, 18, 31, 32",30,"9,254,368,501원",7,"1,322,052,643원","1,542,394,752원",32,"48,199,836원","1,542,395,405원","1,523","1,012,735원","3,084,799,410원","66,297","46,530원","5,101,640,000원","1,020,328","5,000원",,"41,051,175,000원"
(2008- 05- 03),283회,"6, 8, 18, 31, 38, 45",42,"9,411,673,800원",3,"3,137,224,600원","1,568,612,304원",24,"65,358,846원","1,568,613,169원","1,061","1,478,429원","3,137,266,734원","52,989","59,206원","4,380,535,000원","876,107","5,000원",,"40,133,316,000원"
(2008- 05- 10),284회,"2, 7, 15, 24, 30, 45",28,"9,352,920,900원",3,"3,117,640,300원","1,558,820,158원",14,"111,344,297원","1,558,820,715원",955,"1,632,273원","3,117,678,067원","50,537","61,691원","4,298,500,000원","859,700","5,000원",,"39,773,403,000원"
(2008- 05- 17),285회,"13, 33, 37, 40, 41, 45",2,"9,493,110,300원",3,"3,164,370,100원","1,582,185,072원",26,"60,853,272원","1,582,185,546원","1,017","1,555,738원","3,164,417,515원","51,283","61,705원","4,360,585,000원","872,117","5,000원",,"40,364,871,000원"
(2008- 05- 24),286회,"1, 15, 19, 40, 42, 44",17,"9,709,698,900원",3,"3,236,566,300원","1,618,283,151원",27,"59,936,413원","1,618,283,338원","1,033","1,566,586원","3,236,580,822원","48,857","66,246원","4,289,410,000원","857,882","5,000원",,"40,944,483,000원"
(2008- 05- 31),287회,"6, 12, 24, 27, 35, 37",41,"9,300,599,700원",7,"1,328,657,100원","1,550,099,978원",37,"41,894,594원","1,550,100,370원","1,330","1,165,489원","3,100,203,117원","60,597","51,161원","4,810,745,000원","962,149","5,000원",1등 자동6 수동1,"40,623,489,000원"
(2008- 06- 07),288회,"1, 12, 17, 28, 35, 41",10,"9,429,046,200원",4,"2,357,261,550원","1,571,507,712원",24,"65,479,488원","1,571,508,576원","1,056","1,488,171원","3,143,038,038원","50,246","62,553원","4,269,990,000원","853,998","5,000원",1등 자동2 수동2,"39,970,134,000원"
(2008- 06- 14),289회,"3, 14, 33, 37, 38, 42",10,0원,0,0원,"1,530,280,656원",24,"63,761,694원","1,530,281,212원","1,019","1,501,748원","3,060,582,021원","52,281","58,541원","4,400,515,000원","880,103","5,000원",,"39,406,643,000원"
(2008- 06- 21),290회,"8, 13, 18, 32, 39, 45",7,"27,939,787,512원",13,"2,149,214,424원","3,126,350,650원",61,"51,251,650원","3,126,352,523원","2,297","1,361,059원","6,252,784,896원","106,752","58,573원","8,917,645,000원","1,783,529","5,000원",1등 자동10 수동3,"80,362,302,000원"
(2008- 06- 28),291회,"3, 7, 8, 18, 20, 42",45,"10,154,096,400원",7,"1,450,585,200원","1,692,349,425원",39,"43,393,575원","1,692,349,566원","1,227","1,379,258원","3,384,703,872원","62,513","54,144원","5,148,215,000원","1,029,643","5,000원",1등 자동6 수동1,"44,143,418,000원"
(2008- 07- 05),292회,"17, 18, 31, 32, 33, 34",10,"10,085,235,300원",14,"720,373,950원","1,680,872,556원",37,"45,428,988원","1,680,873,264원","1,688","995,778원","3,361,774,608원","66,893","50,256원","4,888,590,000원","977,718","5,000원",1등 자동5 수동9,"43,394,631,000원"
(2008- 07- 12),293회,"1, 9, 17, 21, 29, 33",24,"9,940,586,400원",6,"1,656,764,400원","1,656,764,403원",21,"78,893,543원","1,656,765,488원","1,154","1,435,672원","3,313,549,812원","61,059","54,268원","4,632,210,000원","926,442","5,000원",1등 자동6,"42,399,708,000원"
(2008- 07- 19),294회,"6, 10, 17, 30, 37, 38",40,"9,626,019,900원",4,"2,406,504,975원","1,604,336,656원",26,"61,705,256원","1,604,337,699원","1,137","1,411,027원","3,208,690,320원","56,795","56,496원","4,738,540,000원","947,708","5,000원",1등 자동4,"41,563,813,000원"
(2008- 07- 26),295회,"1, 4, 12, 16, 18, 38",8,0원,0,0원,"1,637,216,750원",26,"62,969,875원","1,637,217,691원","1,013","1,616,207원","3,274,438,256원","55,376","59,131원","4,751,900,000원","950,380","5,000원",,"42,248,135,000원"
(2008- 08- 02),296회,"3, 8, 15, 27, 30, 45",44,"24,528,706,200원",8,"3,066,088,275원","2,450,900,995원",53,"46,243,415원","2,450,901,998원","2,066","1,186,303원","4,901,822,610원","89,945","54,498원","7,179,940,000원","1,435,988","5,000원",1등 자동3 수동5,"63,377,899,000원"
(2008- 08- 09),297회,"6, 11, 19, 20, 28, 32",34,"10,113,337,500원",2,"5,056,668,750원","1,685,556,264원",28,"60,198,438원","1,685,556,375원","1,275","1,322,005원","3,371,150,256원","61,258","55,032원","4,965,175,000원","993,035","5,000원",1등 자동2,"43,641,475,000원"
(2008- 08- 16),298회,"5, 9, 27, 29, 37, 40",19,"9,909,778,500원",1,"9,909,778,500원","1,651,629,760원",40,"41,290,744원","1,651,630,101원","1,353","1,220,717원","3,303,265,170원","63,561","51,970원","5,059,540,000원","1,011,908","5,000원",1등 수동1,"43,151,675,000원"
(2008- 08- 23),299회,"1, 3, 20, 25, 36, 45",24,"10,386,407,703원",7,"1,483,772,529원","1,731,067,971원",29,"59,691,999원","1,731,068,716원","1,118","1,548,362원","3,462,141,550원","58,114","59,575원","4,921,275,000원","984,255","5,000원",1등 자동6 수동1,"44,463,909,000원"
(2008- 08- 30),300회,"7, 9, 10, 12, 26, 38",39,"10,033,109,100원",12,"836,092,425원","1,672,184,872원",34,"49,181,908원","1,672,185,552원","1,416","1,180,922원","3,344,415,678원","70,193","47,646원","5,510,675,000원","1,102,135","5,000원",1등 자동8 수동4,"44,465,047,000원"
(2008- 09- 06),301회,"7, 11, 13, 33, 37, 43",26,"10,131,695,105원",7,"1,447,385,015원","1,688,615,859원",47,"35,927,997원","1,688,616,283원","1,271","1,328,573원","3,377,293,916원","65,756","51,361원","5,302,430,000원","1,060,486","5,000원",1등 자동5 수동2,"44,377,177,000원"
(2008- 09- 13),302회,"13, 19, 20, 32, 38, 42",4,"10,944,334,500원",2,"5,472,167,250원","1,824,055,772원",44,"41,455,813원","1,824,056,010원","1,134","1,608,515원","3,648,158,800원","59,455","61,360원","4,950,745,000원","990,149","5,000원",1등 자동1 수동1,"46,382,605,000원"
(2008- 09- 20),303회,"2, 14, 17, 30, 38, 45",43,"10,036,494,000원",6,"1,672,749,000원","1,672,749,000원",29,"57,681,000원","1,672,749,528원","1,158","1,444,516원","3,345,520,094원","56,266","59,459원","4,693,390,000원","938,678","5,000원",1등 자동5 수동1,"42,841,760,000원"
(2008- 09- 27),304회,"4, 10, 16, 26, 33, 41",38,"9,969,876,900원",6,"1,661,646,150원","1,661,646,172원",37,"44,909,356원","1,661,646,500원","1,426","1,165,250원","3,323,315,824원","62,096","53,519원","4,962,865,000원","992,573","5,000원",1등 자동3 수동3,"43,158,653,000원"
(2008- 10- 04),305회,"7, 8, 18, 21, 23, 39",9,"10,041,050,700원",5,"2,008,210,140원","1,673,508,458원",34,"49,220,837원","1,673,509,410원","1,377","1,215,330원","3,347,069,418원","66,162","50,589원","5,245,245,000원","1,049,049","5,000원",1등 자동5,"43,960,659,000원"
(2008- 10- 11),306회,"4, 18, 23, 30, 34, 41",19,"10,513,347,600원",5,"2,102,669,520원","1,752,224,617원",23,"76,183,679원","1,752,224,732원","1,219","1,437,428원","3,504,503,714원","56,687","61,822원","4,688,485,000원","937,697","5,000원",1등 자동5,"44,421,462,000원"
(2008- 10- 18),307회,"5, 15, 21, 23, 25, 45",12,"10,350,573,000원",4,"2,587,643,250원","1,725,095,512원",28,"61,610,554원","1,725,095,944원","1,177","1,465,672원","3,450,249,000원","59,400","58,085원","4,689,540,000원","937,908","5,000원",1등 자동4,"43,880,990,000원"
(2008- 10- 25),308회,"14, 15, 17, 19, 37, 45",40,"10,232,872,800원",1,"10,232,872,800원","1,705,478,814원",27,"63,165,882원","1,705,479,432원",978,"1,743,844원","3,410,965,289원","53,749","63,461원","4,614,920,000원","922,984","5,000원",1등 자동1,"43,339,416,000원"
(2008- 11- 01),309회,"1, 2, 5, 11, 18, 36",22,"9,917,852,406원",11,"901,622,946원","1,652,975,400원",25,"66,119,016원","1,652,975,490원","1,390","1,189,191원","3,305,972,250원","69,125","47,826원","5,549,010,000원","1,109,802","5,000원",1등 자동9 수동2,"44,157,528,000원"
(2008- 11- 08),310회,"1, 5, 19, 28, 34, 41",16,"10,373,706,600원",8,"1,296,713,325원","1,728,951,116원",29,"59,619,004원","1,728,951,096원","1,086","1,592,036원","3,457,932,128원","53,956","64,088원","4,569,530,000원","913,906","5,000원",1등 자동8,"43,718,082,000원"
(2008- 11- 15),311회,"4, 12, 24, 27, 28, 32",10,"9,901,528,504원",8,"1,237,691,063원","1,650,254,774원",43,"38,378,018원","1,650,254,976원","1,363","1,210,752원","3,300,541,000원","64,780","50,950원","5,102,060,000원","1,020,412","5,000원",1등 자동4 수동4,"43,209,215,000원"
(2008- 11- 22),312회,"2, 3, 5, 6, 12, 20",25,"9,435,267,300원",15,"629,017,820원","1,572,544,604원",58,"27,112,838원","1,572,545,088원","2,064","761,892원","3,145,154,074원","91,934","34,211원","5,402,250,000원","1,080,450","5,000원",1등 자동3 수동12,"42,255,391,000원"
(2008- 11- 29),313회,"9, 17, 34, 35, 43, 45",2,"10,292,536,800원",6,"1,715,422,800원","1,715,422,800원",26,"65,977,800원","1,715,423,360원","1,120","1,531,628원","3,430,870,164원","55,743","61,548원","4,681,820,000원","936,364","5,000원",1등 자동5 수동1,"43,672,096,000원"
